iter	Logloss
379	0.4737455293
380	0.4734334845
381	0.4731691711
382	0.4728617355
383	0.4725330083
384	0.4722115256
385	0.4718828691
386	0.4715744606
387	0.4713561258
388	0.4711808197
389	0.4709802204
390	0.4705021093
391	0.4702309126
392	0.4700811042
393	0.4697321227
394	0.4695634662
395	0.4691026443
396	0.4686993779
397	0.4683460197
398	0.4680142952
399	0.4676825014
400	0.4674928541
401	0.4673080657
402	0.4670599999
403	0.4668214058
404	0.4663670929
405	0.4662750532
406	0.4660495548
407	0.465840982
408	0.4655909487
409	0.4653445097
410	0.464868942
411	0.4645502498
412	0.4642289948
413	0.4640081647
414	0.4638989524
415	0.4637083778
416	0.4632676259
417	0.4629508485
418	0.4625708197
419	0.4621296117
420	0.461756285
421	0.4615266697
422	0.4612796429
423	0.4608337855
424	0.4606808026
425	0.4603187976
426	0.4600252994
427	0.4597431059
428	0.4595112421
429	0.4592179322
430	0.4587717373
431	0.4585345715
432	0.4580995457
433	0.457711541
434	0.4573395622
435	0.4571727402
436	0.4570246563
437	0.4568688546
438	0.4566085101
439	0.4564472367
440	0.4563234385
441	0.4560558917
442	0.4558264128
443	0.4556436373
444	0.4553138811
445	0.4549659383
446	0.4547112723
447	0.4545054289
448	0.4542877759
449	0.4539959753
450	0.4538135644
451	0.4534577644
452	0.453139844
453	0.4528174116
454	0.4526238931
455	0.4523903049
456	0.4519474321
457	0.4516223428
458	0.4513619127
459	0.4510926309
460	0.450904884
461	0.4506425522
462	0.4505180678
463	0.4501898046
464	0.4500411105
465	0.4496978343
466	0.4493575679
467	0.4490466325
468	0.4485631548
469	0.4483412464
470	0.4479697947
471	0.4477555516
472	0.4475428859
473	0.4473679951
474	0.4471600896
475	0.4467260242
476	0.4463501768
477	0.4461391891
478	0.4458029966
479	0.4456764565
480	0.4455228683
481	0.4452053267
482	0.4449364665
483	0.4445374032
484	0.4443551766
485	0.4441348929
486	0.4439908355
487	0.4437362973
488	0.4434073894
489	0.4430841099
490	0.4428755138
491	0.4426296981
492	0.4424761775
493	0.4422945872
494	0.4421217702
495	0.4419833039
496	0.4417699991
497	0.4415503399
498	0.4413703391
499	0.4410921674
500	0.4408803883
501	0.4404705762
502	0.440187942
503	0.4398889235
504	0.4396267432
505	0.4393712227
506	0.4392148753
507	0.4388392574
508	0.4385434297
509	0.4384243357
510	0.4381190889
511	0.4379514088
512	0.4378816169
513	0.4375700183
514	0.4371517088
515	0.4368699635
516	0.4367593977
517	0.4365946406
518	0.4363369803
519	0.4362076515
520	0.4359698838
521	0.4357972716
522	0.4353816276
523	0.4351613935
524	0.4350032708
525	0.4347271235
526	0.4345043946
527	0.4341577529
528	0.4339855847
529	0.4338238597
530	0.4336226713
531	0.4335217505
532	0.4333325618
533	0.4330918311
534	0.4328051609
535	0.432689798
536	0.4323990408
537	0.4322792107
538	0.4320993857
539	0.4319609795
540	0.4318377063
541	0.4315245175
542	0.4312667224
543	0.4310390599
544	0.430940295
545	0.4306798682
546	0.4303515394
547	0.4300201559
548	0.4298947938
549	0.4296310704
550	0.4294005788
551	0.4291492156
552	0.4288652573
553	0.4287580306
554	0.4284944142
555	0.4282642115
556	0.4281698742
557	0.4278378473
558	0.4275012929
559	0.4274155172
560	0.4271672558
561	0.4268677737
562	0.4266247756
563	0.4264360914
564	0.4262600503
565	0.4260318988
566	0.4259142631
567	0.4257009091
568	0.4253180633
569	0.4251489934
570	0.4248892425
571	0.4247137704
572	0.4245378857
573	0.4242852986
574	0.4239288422
575	0.4236130414
576	0.423495925
577	0.4232772954
578	0.4230413795
579	0.4227272084
580	0.4224858789
581	0.4223027144
582	0.4221241459
583	0.4218867127
584	0.4216777415
585	0.4213962464
586	0.4210585005
587	0.4208115282
588	0.4207112381
589	0.4205093562
590	0.4202754192
591	0.4198694923
592	0.4196245167
593	0.4193905541
594	0.4191833207
595	0.4188386345
596	0.4185650961
597	0.4183615963
598	0.4181533125
599	0.4178954575
600	0.4176640885
601	0.4175179424
602	0.4172596763
603	0.4169355918
604	0.4166958848
605	0.4164476762
606	0.416249071
607	0.4161212599
608	0.4159468612
609	0.4158100462
610	0.4156564759
611	0.4155142393
612	0.4153262262
613	0.4149408372
614	0.4146612236
615	0.4145100173
616	0.4143120624
617	0.414224698
618	0.4139497252
619	0.4134424801
620	0.4132918449
621	0.4130787709
622	0.4129770664
623	0.4127487113
624	0.4125483638
625	0.4124357037
626	0.4121629934
627	0.4119495436
628	0.4117024126
629	0.4113932247
630	0.4111948296
631	0.410968124
632	0.410808829
633	0.4105835358
634	0.4102636443
635	0.410124062
636	0.4099275767
637	0.4097567836
638	0.4094831261
639	0.4091909008
640	0.4090214053
641	0.4086463027
642	0.4083940477
643	0.4081379416
644	0.4078048054
645	0.4076163451
646	0.4074343323
647	0.4072055318
648	0.4068720576
649	0.4067802921
650	0.4065663592
651	0.4062558353
652	0.4058371101
653	0.4056611341
654	0.4055327533
655	0.405216971
656	0.405074769
657	0.4049505965
658	0.4045958909
659	0.4044036946
660	0.4040798914
661	0.4039065989
662	0.403777059
663	0.4034593893
664	0.4032152233
665	0.4029609647
666	0.40262641
667	0.4023885368
668	0.4022663372
669	0.4020986779
670	0.4017486301
671	0.4015482429
672	0.401258622
673	0.400980831
674	0.4004973894
675	0.4003351023
676	0.4000508125
677	0.3998177726
678	0.3995977648
679	0.3993969415
680	0.3990412526
681	0.3988935163
682	0.3987056651
683	0.3983579015
684	0.3981838306
685	0.3980190035
686	0.3977893477
687	0.3976266478
688	0.3974310246
689	0.3971076065
690	0.3969618876
691	0.3967035527
692	0.39647495
693	0.3962768895
694	0.3960947268
695	0.3959680298
696	0.3956080737
697	0.3953442924
698	0.3951878779
699	0.3950546716
700	0.3947173159
701	0.3945706282
702	0.3942949402
703	0.3941273071
704	0.393881438
705	0.3937083139
706	0.3935810522
707	0.3933413676
708	0.3931720967
709	0.3930534485
710	0.3926833277
711	0.3924878043
712	0.3922528089
713	0.3920025835
714	0.3918641825
715	0.3916967533
716	0.3915698282
717	0.3913165719
718	0.3910878601
719	0.3909231108
720	0.3907391059
721	0.390563642
722	0.3903065815
723	0.3900349291
724	0.3899179785
725	0.3897811268
726	0.3896064743
727	0.3895122242
728	0.3893825269
729	0.3892038394
730	0.3889129264
731	0.3887304706
732	0.3885088253
733	0.388364679
734	0.3881350143
735	0.387901821
736	0.3876714102
737	0.3873745739
738	0.3871543053
739	0.3868931174
740	0.3867790757
741	0.3865601568
742	0.3864792135
743	0.386254762
744	0.3860456063
745	0.3858605785
746	0.3856117713
747	0.3853676706
748	0.3851186004
749	0.384844816
750	0.3847135654
751	0.3845086811
752	0.3842937809
753	0.3840892074
754	0.3838880611
755	0.3837921547
756	0.3836605236
757	0.3834539676
758	0.3833423737
759	0.3831003151
760	0.3828241337
761	0.382602897
762	0.382379975
763	0.3821797009
764	0.3819712988
765	0.3819309445
766	0.3817192765
767	0.3814684621
768	0.3811708507
769	0.3809576828
770	0.3807391723
771	0.3804546215
772	0.3803019058
773	0.3801040157
774	0.3799406709
775	0.3797946847
776	0.3797258606
777	0.3795707133
778	0.3794441088
779	0.3793284547
780	0.3791438296
781	0.379048365
782	0.3788378382
783	0.3786289686
784	0.378482233
785	0.3783540683
786	0.3780696606
787	0.377874691
788	0.3778001031
789	0.3776825035
790	0.377556656
791	0.3773616578
792	0.3772215662
793	0.3770382113
794	0.3768799351
795	0.3767902436
796	0.3765809854
797	0.3763607037
798	0.3761789003
799	0.3759769823
800	0.3757583454
801	0.3756962219
802	0.3752558067
803	0.3749743744
804	0.3748229676
805	0.3746750898
806	0.374356069
807	0.3741115532
808	0.3738348406
809	0.3736132796
810	0.3734699049
811	0.3733979375
812	0.3731871054
813	0.3728351317
814	0.3726389239
815	0.3722863363
816	0.3719478261
817	0.371790829
818	0.3715766539
819	0.3713976848
820	0.37122605
821	0.3709462952
822	0.3707339455
823	0.3705416743
824	0.3704227899
825	0.3703200675
826	0.3699936212
827	0.3698840114
828	0.3696118824
829	0.3694143727
830	0.3692242399
831	0.369017562
832	0.3688274815
833	0.368638561
834	0.3683665128
